"Satisfacao","Genero","Tipo","Distancia","WiFi","Comida_Bebida","Limpeza"
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",377,3,5,5
"Satisfeito","Feminino","Cliente Fiel",1092,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1310,2,2,2
"Satisfeito","Feminino","Cliente Fiel",3429,4,2,4
"Satisfeito","Feminino","Cliente Nao Fiel",184,0,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",466,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",86,1,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",236,2,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",236,3,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",101,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",237,3,1,1
"Satisfeito","Feminino","Cliente Fiel",3666,0,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",544,1,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",550,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",507,4,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1476,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",588,3,5,5
"Satisfeito","Feminino","Cliente Fiel",2328,1,3,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",1235,1,1,1
"Satisfeito","Masculino","Cliente Fiel",2486,4,3,4
"Satisfeito","Masculino","Cliente Fiel",236,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",759,3,1,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",692,2,2,2
"Satisfeito","Feminino","Cliente Fiel",134,3,5,1
"Satisfeito","Feminino","Cliente Fiel",3394,0,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",438,2,2,2
"Satisfeito","Masculino","Cliente Fiel",3549,1,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",834,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",817,3,2,2
"Satisfeito","Masculino","Cliente Fiel",3430,2,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1475,1,2,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",265,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",967,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",628,3,3,5
"Satisfeito","Feminino","Cliente Fiel",3518,1,4,4
"Satisfeito","Feminino","Cliente Nao Fiel",1452,4,5,5
"Satisfeito","Feminino","Cliente Fiel",2903,4,4,4
"Satisfeito","Feminino","Cliente Fiel",3123,5,2,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",641,1,1,1
"Satisfeito","Masculino","Cliente Fiel",3280,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",399,2,5,5
"Satisfeito","Feminino","Cliente Fiel",784,0,0,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",173,1,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",151,1,2,2
"Satisfeito","Feminino","Cliente Fiel",2184,3,2,5
"Satisfeito","Masculino","Cliente Fiel",2214,5,4,5
"Satisfeito","Feminino","Cliente Fiel",157,2,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",733,1,4,4
"Satisfeito","Masculino","Cliente Fiel",502,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",300,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",422,2,2,3
"Satisfeito","Feminino","Cliente Fiel",641,3,4,4
"Satisfeito","Feminino","Cliente Fiel",2034,2,3,3
"Satisfeito","Feminino","Cliente Fiel",696,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1075,2,3,3
"Satisfeito","Masculino","Cliente Nao Fiel",631,0,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",304,4,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",746,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",1605,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",785,2,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",737,3,5,5
"Satisfeito","Feminino","Cliente Fiel",287,0,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",717,3,1,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1135,1,1,1
"Satisfeito","Feminino","Cliente Fiel",102,4,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1120,2,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",605,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1464,1,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",237,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1056,2,2,2
"Satisfeito","Feminino","Cliente Fiel",3829,3,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",683,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",250,2,4,4
"Satisfeito","Feminino","Cliente Fiel",759,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",239,4,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",809,3,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",529,2,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",972,1,4,3
"Satisfeito","Masculino","Cliente Fiel",3293,2,5,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",448,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",113,3,5,5
"Satisfeito","Masculino","Cliente Fiel",1438,5,3,3
"Satisfeito","Feminino","Cliente Fiel",1129,1,2,4
"Satisfeito","Feminino","Cliente Fiel",188,1,3,4
"Satisfeito","Feminino","Cliente Fiel",3894,4,5,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",624,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",556,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",361,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",628,2,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",453,3,2,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",3240,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1069,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1404,1,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2701,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",980,4,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",576,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",587,2,3,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",646,2,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1487,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",617,3,3,1
"Satisfeito","Feminino","Cliente Fiel",1471,4,4,4
"Satisfeito","Feminino","Cliente Fiel",3538,1,3,4
"Satisfeito","Feminino","Cliente Fiel",481,2,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2794,4,4,4
"Satisfeito","Feminino","Cliente Fiel",2500,5,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1120,2,2,2
"Satisfeito","Masculino","Cliente Fiel",2800,3,4,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",524,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",692,2,1,1
"Satisfeito","Feminino","Cliente Fiel",936,4,4,4
"Satisfeito","Feminino","Cliente Nao Fiel",507,0,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",1005,3,3,3
"Satisfeito","Masculino","Cliente Fiel",447,1,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3845,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",616,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",460,3,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",224,3,3,3
"Satisfeito","Feminino","Cliente Fiel",1687,5,3,3
"Satisfeito","Feminino","Cliente Fiel",728,1,3,3
"Satisfeito","Masculino","Cliente Fiel",678,5,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",1207,4,3,3
"Satisfeito","Feminino","Cliente Fiel",1952,3,1,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1744,3,5,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",423,2,1,3
"Satisfeito","Feminino","Cliente Nao Fiel",844,4,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",414,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",402,2,3,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1068,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",337,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",918,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",479,2,2,2
"Satisfeito","Masculino","Cliente Fiel",364,0,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",325,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",630,4,1,1
"Satisfeito","Masculino","Cliente Fiel",666,4,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",280,3,3,3
"Satisfeito","Masculino","Cliente Fiel",2627,2,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1127,4,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1660,3,3,3
"Satisfeito","Feminino","Cliente Fiel",2800,4,2,2
"Satisfeito","Feminino","Cliente Fiel",2154,4,2,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",441,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2880,2,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",589,1,3,3
"Satisfeito","Feminino","Cliente Nao Fiel",904,2,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",925,2,5,5
"Satisfeito","Feminino","Cliente Fiel",1702,5,4,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",163,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",907,1,1,1
"Satisfeito","Masculino","Cliente Fiel",1235,5,5,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",334,1,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",266,3,3,3
"Satisfeito","Feminino","Cliente Fiel",1528,2,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2815,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",425,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",642,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1009,3,3,3
"Satisfeito","Masculino","Cliente Fiel",1905,0,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",655,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",413,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",793,4,3,4
"Satisfeito","Masculino","Cliente Fiel",2704,4,3,3
"Satisfeito","Feminino","Cliente Fiel",547,4,3,3
"Satisfeito","Feminino","Cliente Nao Fiel",696,5,2,2
"Satisfeito","Feminino","Cliente Fiel",3720,4,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2434,4,5,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",422,2,3,3
"Satisfeito","Masculino","Cliente Fiel",271,5,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",862,3,5,5
"Satisfeito","Feminino","Cliente Fiel",2586,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",432,2,2,2
"Satisfeito","Feminino","Cliente Nao Fiel",533,5,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",895,1,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",259,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",355,3,5,3
"Satisfeito","Feminino","Cliente Fiel",2496,0,3,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1012,1,3,3
"Satisfeito","Masculino","Cliente Fiel",349,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",646,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3361,2,2,2
"Satisfeito","Masculino","Cliente Fiel",3933,4,5,3
"Satisfeito","Masculino","Cliente Fiel",2338,4,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",213,4,1,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",859,1,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",239,2,2,2
"Satisfeito","Masculino","Cliente Fiel",1588,1,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",377,4,5,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",726,4,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",554,3,3,2
"Satisfeito","Masculino","Cliente Nao Fiel",1411,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1620,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",1069,1,2,2
"Satisfeito","Masculino","Cliente Fiel",1773,0,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",960,1,1,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1846,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",728,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",214,3,3,3
"Satisfeito","Feminino","Cliente Fiel",370,5,3,3
"Satisfeito","Feminino","Cliente Fiel",3361,3,4,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",918,1,2,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",150,2,4,4
"Satisfeito","Feminino","Cliente Fiel",372,5,4,4
"Satisfeito","Masculino","Cliente Fiel",2799,0,4,4
"Satisfeito","Feminino","Cliente Fiel",646,4,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",594,1,5,5
"Satisfeito","Feminino","Cliente Fiel",3990,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1372,4,3,3
"Satisfeito","Feminino","Cliente Fiel",746,3,5,3
"Satisfeito","Masculino","Cliente Fiel",408,5,2,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",634,4,3,3
"Satisfeito","Masculino","Cliente Fiel",2146,0,1,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2072,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",503,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",408,4,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",460,1,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",957,2,2,3
"Satisfeito","Feminino","Cliente Fiel",157,0,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",160,5,5,5
"Satisfeito","Masculino","Cliente Fiel",1045,4,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",325,1,3,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2023,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",528,3,1,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1849,3,2,2
"Satisfeito","Feminino","Cliente Fiel",1990,3,4,4
"Satisfeito","Masculino","Cliente Fiel",344,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",390,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",173,1,2,5
"Satisfeito","Feminino","Cliente Fiel",3922,1,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",458,2,4,4
"Satisfeito","Feminino","Cliente Fiel",371,4,4,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",139,1,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1660,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",950,1,4,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",846,3,3,3
"Satisfeito","Feminino","Cliente Fiel",266,0,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1399,3,1,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",270,3,2,2
"Satisfeito","Feminino","Cliente Fiel",3731,4,5,4
"Satisfeito","Masculino","Cliente Nao Fiel",762,5,4,4
"Satisfeito","Feminino","Cliente Nao Fiel",1562,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",393,3,3,3
"Satisfeito","Feminino","Cliente Fiel",2446,4,2,3
"Satisfeito","Feminino","Cliente Fiel",694,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",134,4,2,2
"Satisfeito","Feminino","Cliente Fiel",372,4,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",867,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",397,1,1,1
"Satisfeito","Masculino","Cliente Fiel",862,5,4,2
"Satisfeito","Masculino","Cliente Fiel",1763,3,4,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",529,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2635,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",231,2,2,4
"Satisfeito","Feminino","Cliente Fiel",2425,4,4,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1199,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",237,2,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3335,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1177,1,1,1
"Satisfeito","Feminino","Cliente Fiel",311,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",455,1,3,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",677,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",762,1,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2677,3,3,3
"Satisfeito","Feminino","Cliente Nao Fiel",620,0,4,4
"Satisfeito","Feminino","Cliente Fiel",628,3,4,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",588,3,3,3
"Satisfeito","Masculino","Cliente Fiel",199,1,5,2
"Satisfeito","Masculino","Cliente Fiel",268,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",641,1,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",515,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",484,4,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",954,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",361,2,2,2
"Satisfeito","Feminino","Cliente Fiel",725,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",304,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1124,3,4,4
"Satisfeito","Masculino","Cliente Fiel",2994,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",980,1,3,3
"Satisfeito","Feminino","Cliente Nao Fiel",1099,5,1,1
"Satisfeito","Masculino","Cliente Nao Fiel",894,4,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",779,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1895,1,1,2
"Satisfeito","Masculino","Cliente Fiel",3700,1,5,3
"Satisfeito","Feminino","Cliente Fiel",680,2,5,5
"Satisfeito","Feminino","Cliente Fiel",3502,2,4,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",669,2,5,5
"Satisfeito","Feminino","Cliente Fiel",3184,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1235,1,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",666,3,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",182,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",919,1,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",356,4,2,3
"Satisfeito","Masculino","Cliente Nao Fiel",950,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1979,3,3,3
"Satisfeito","Masculino","Cliente Fiel",3248,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",228,3,4,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1832,2,5,4
"Satisfeito","Masculino","Cliente Nao Fiel",787,4,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",594,1,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",325,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",387,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",794,2,4,4
"Satisfeito","Feminino","Cliente Fiel",1371,3,5,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1947,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",331,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",522,2,2,2
"Satisfeito","Masculino","Cliente Fiel",764,4,2,5
"Satisfeito","Feminino","Cliente Fiel",794,5,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",867,2,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",842,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",202,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",449,1,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",985,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2136,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3103,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",425,3,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",456,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2465,1,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",684,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",192,3,5,5
"Satisfeito","Feminino","Cliente Fiel",334,2,5,4
"Satisfeito","Masculino","Cliente Fiel",528,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",667,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1127,1,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",308,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",308,3,5,5
"Satisfeito","Masculino","Cliente Fiel",2556,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",337,4,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",240,1,5,3
"Satisfeito","Feminino","Cliente Fiel",2034,2,5,4
"Satisfeito","Masculino","Cliente Fiel",3460,3,2,4
"Satisfeito","Feminino","Cliente Fiel",2079,5,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",862,3,5,5
"Satisfeito","Feminino","Cliente Fiel",1016,5,1,1
"Satisfeito","Feminino","Cliente Nao Fiel",883,5,2,2
"Satisfeito","Feminino","Cliente Fiel",224,5,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",425,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",157,3,2,2
"Satisfeito","Feminino","Cliente Fiel",429,5,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1613,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",1211,3,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",570,2,1,4
"Satisfeito","Feminino","Cliente Fiel",1737,4,5,3
"Satisfeito","Feminino","Cliente Fiel",577,5,5,4
"Satisfeito","Feminino","Cliente Fiel",4983,5,5,5
"Satisfeito","Masculino","Cliente Fiel",2210,3,4,4
"Satisfeito","Feminino","Cliente Fiel",3091,4,4,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1237,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",255,1,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2546,3,2,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1182,3,3,3
"Satisfeito","Feminino","Cliente Fiel",867,1,5,5
"Satisfeito","Masculino","Cliente Fiel",1522,4,2,4
"Satisfeito","Feminino","Cliente Fiel",337,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",944,2,3,3
"Satisfeito","Feminino","Cliente Fiel",3226,5,3,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",460,2,4,4
"Satisfeito","Feminino","Cliente Fiel",229,2,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",838,3,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",551,4,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2402,1,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",680,2,2,2
"Satisfeito","Feminino","Cliente Fiel",2509,4,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",780,3,3,3
"Satisfeito","Feminino","Cliente Fiel",2610,1,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1107,2,2,2
"Satisfeito","Feminino","Cliente Fiel",2974,2,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",241,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",646,3,2,2
"Satisfeito","Masculino","Cliente Fiel",3326,5,5,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",797,4,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",463,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1068,3,2,2
"Satisfeito","Masculino","Cliente Fiel",556,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",978,2,2,3
"Satisfeito","Feminino","Cliente Fiel",180,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",534,3,1,1
"Satisfeito","Feminino","Cliente Fiel",463,4,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",446,2,2,2
"Satisfeito","Masculino","Cliente Fiel",309,4,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1055,3,2,2
"Satisfeito","Masculino","Cliente Fiel",2000,4,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3092,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1597,3,1,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",488,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",328,2,1,4
"Satisfeito","Masculino","Cliente Fiel",214,4,5,5
"Satisfeito","Masculino","Cliente Fiel",3702,2,5,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",600,1,2,2
"Satisfeito","Feminino","Cliente Fiel",395,4,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",460,1,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",575,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",964,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1947,3,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1222,3,1,1
